qosItems_LA,qosItems_PLLP,qosItems_PLRP,qosItems_JI,qosItems_ST,qosItems_LCT,qosItems_RCT,qosItems_MT,qosItems_UD,qosItems_NI,qosItems_TT,qosItems_TURN_TT,qosItems_IPR_Subnet_L2,qosItems_IPL_Subnet_L2,meanOpinionScore
5.0,0.0,0.0,,,prflx,srflx,screen share,Win32,lan,udp,,34.90.0,185.149.0,
4.0,0.0,0.0,,,srflx,srflx,screen share,Win32,lan,udp,,34.90.0,185.149.0,
5.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.90.0,185.149.0,
4.0,0.0,0.0,1.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.90.0,185.149.0,4.19
4.0,0.0,0.0,3.0,opus,prflx,srflx,audio,Win32,lan,udp,,34.90.0,185.149.0,4.19
4.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.90.0,185.149.0,
5.0,0.0,0.0,0.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.90.0,185.149.0,4.19
60.0,0.0,3.4804387,14.0,PCMU,relay,host,audio,Android,wlan,udp,udp,212.159.0,34.77.0,3.2
17.0,0.0,0.0,1.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
12.0,0.0,0.0,15.0,PCMA,srflx,host,audio,iOS,wlan,udp,,212.159.0,86.91.0,4.08
21.0,0.0,3.0219183,6.0,PCMA,relay,host,audio,iOS,wlan,udp,tcp,212.159.0,34.90.0,3.34
17.0,0.0,0.0,1.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
17.0,0.0,0.018201675,0.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
5.0,0.029354509,0.018619807,0.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.18
6.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
5.0,0.0,0.0,,,srflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
5.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.90.0,185.149.0,
4.0,0.0,0.0,0.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.90.0,185.149.0,4.19
4.0,0.0,0.0,,,srflx,srflx,screen share,Win32,lan,udp,,34.90.0,185.149.0,
5.0,0.0,0.0,5.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.90.0,185.149.0,4.18
5.0,0.0,0.0,,,srflx,srflx,screen share,Win32,lan,udp,,34.90.0,185.149.0,
5.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.90.0,185.149.0,
16.0,0.0,0.03965107,4.0,opus,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.16
14.0,0.03949447,6.435185,46.0,opus,srflx,host,audio,iOS,wlan,udp,,212.159.0,195.35.0,2.14
88.0,0.01068909,3.2245579,22.0,opus,relay,host,audio,Android,wlan,udp,tls,212.159.0,34.90.0,2.78
20.0,0.056540888,3.6269062,21.0,opus,srflx,host,audio,Android,wlan,udp,,212.159.0,213.10.0,2.69
94.0,0.0,1.0869565,5.0,PCMA,relay,host,audio,iOS,wwan,udp,udp,212.159.0,34.90.0,3.77
18.0,0.0,0.0,1.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
53.0,0.0,0.0,0.0,PCMU,srflx,host,audio,Android,wlan,udp,,212.159.0,77.161.0,4.07
360.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
197.0,0.0,0.0,0.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.16
242.0,0.0,0.0,,,srflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
6.0,0.0,0.0,,,prflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
5.0,0.0,0.0,,,prflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
6.0,0.0,0.0,0.0,opus,prflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.19
5.0,0.0,0.0,,,srflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
5.0,0.0,0.0,0.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.19
5.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
15.0,0.0491073,0.1760871,7.0,opus,relay,srflx,audio,iOS,wlan,udp,udp,34.77.0,34.77.0,4.09
6.0,0.0,0.0,,,prflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
15.0,0.0,0.0,,,srflx,srflx,video,iOS,wlan,udp,,34.77.0,84.82.0,
6.0,0.0,0.0,,,prflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
6.0,0.0,0.0,,,prflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
5.0,0.0024583312,0.00090268184,2.0,opus,prflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.19
6.0,0.0,0.0009079271,3.0,opus,prflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.18
7.0,0.0,0.0,,,prflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
15.0,0.0,0.0,,,srflx,srflx,screen share,iOS,wlan,udp,,34.77.0,84.82.0,
5.0,0.0,0.0,,,prflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
5.0,0.0,0.0,0.0,opus,prflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.19
5.0,0.0,0.0,,,prflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
44.0,0.0,0.0,,,srflx,srflx,video,iOS,wwan,udp,,34.77.0,109.36.0,
6.0,0.0,0.0,,,prflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
44.0,0.19469377,0.0064032786,4.0,opus,srflx,srflx,audio,iOS,wwan,udp,,34.77.0,109.36.0,4.17
6.0,0.0,0.0,2.0,opus,prflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.19
6.0,0.0,0.0,,,prflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
44.0,0.0,0.0,,,srflx,srflx,screen share,iOS,wwan,udp,,34.77.0,109.36.0,
5.0,0.0,0.0,3.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.18
6.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
6.0,0.0,0.0,,,srflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
9.0,0.0,0.0,,,srflx,srflx,screen share,iOS,wlan,udp,,34.77.0,83.128.0,
10.0,0.0,0.0,0.0,opus,srflx,srflx,audio,iOS,wlan,udp,,34.77.0,83.128.0,4.19
9.0,0.0,0.0,,,srflx,srflx,video,iOS,wlan,udp,,34.77.0,83.128.0,
22.0,0.0,0.0,1.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
20.0,0.0,1.5838339,1.0,PCMU,relay,host,audio,Android,wlan,udp,udp,212.159.0,34.90.0,3.69
20.0,0.0,3.7204626,1.0,PCMU,relay,host,audio,Android,wlan,udp,udp,212.159.0,34.90.0,3.2
18.0,0.0,0.0,1.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
15.0,0.0,2.9771614,13.0,PCMA,srflx,host,audio,iOS,wlan,udp,,212.159.0,195.35.0,3.35
15.0,0.0,0.0,,,srflx,host,audio,iOS,wlan,udp,,212.159.0,195.35.0,
15.0,0.0,0.0,2.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
1.0,0.0,0.0,,VP8,host,host,video,Win32,lan,udp,,10.10.0,10.10.0,
1.0,0.0,0.0,,,host,host,screen share,Win32,lan,udp,,10.10.0,10.10.0,
1.0,0.0,0.0,2.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
1.0,0.0,0.0,2.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
4.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.90.0,185.149.0,
5.0,0.016450977,0.0,,,srflx,srflx,screen share,Win32,lan,udp,,34.90.0,185.149.0,
5.0,0.0,0.0,2.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.90.0,185.149.0,4.19
48.0,0.007386288,0.003754811,2.0,opus,relay,relay,audio,iOS,wwan,udp,udp,34.90.0,34.90.0,4.17
46.0,0.003754811,0.007386943,12.0,opus,prflx,relay,audio,Win32,lan,udp,,34.90.0,185.149.0,4.17
108.0,0.0,4.561115,9.0,PCMA,relay,host,audio,iOS,wlan,udp,tcp,212.159.0,34.77.0,2.96
22.0,0.0,0.0,0.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
16.0,0.0,0.002185649,0.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
18.0,0.0,0.0,0.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
17.0,0.0,0.0,1.0,PCMU,relay,host,audio,Win32,lan,udp,udp,212.159.0,34.90.0,4.09
44.0,0.011807072,4.38744,7.0,opus,relay,host,audio,iOS,wlan,udp,tls,212.159.0,34.77.0,2.51
40.0,0.014018036,4.8122344,8.0,opus,relay,host,audio,iOS,wlan,udp,udp,212.159.0,34.90.0,2.42
18.0,0.0,0.001468968,3.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
19.0,0.0,0.0,1.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
32.0,0.0,6.7835717,46.0,PCMU,relay,host,audio,iOS,wlan,udp,udp,212.159.0,34.77.0,2.58
35.0,0.0,2.1229217,6.0,PCMA,srflx,host,audio,iOS,wlan,udp,,212.159.0,83.82.0,3.54
49.0,0.0,0.0,0.0,PCMU,relay,host,audio,Android,wwan,udp,udp,212.159.0,34.77.0,4.08
48.0,0.004386542,3.8226197,3.0,PCMU,relay,host,audio,Android,wwan,udp,udp,212.159.0,34.77.0,3.15
20.0,0.046904314,1.5669515,10.0,opus,relay,host,audio,iOS,wlan,udp,udp,212.159.0,34.90.0,3.4
31.0,0.0,2.1555765,7.0,opus,relay,host,audio,iOS,wlan,udp,udp,212.159.0,34.90.0,3.15
29.0,0.0,2.233057,1.0,PCMA,relay,host,audio,Win32,lan,udp,udp,212.159.0,34.77.0,3.53
57.0,0.0,1.6100179,18.0,PCMU,srflx,host,audio,iOS,wlan,udp,,212.159.0,83.82.0,3.64
70.0,0.0,0.0,15.0,PCMA,relay,host,audio,iOS,wwan,udp,udp,212.159.0,34.90.0,4.05
14.0,0.0,4.36205,15.0,PCMA,srflx,host,audio,iOS,wlan,udp,,212.159.0,195.35.0,3.05
18.0,0.0,0.010571942,1.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
17.0,0.0,0.0,0.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
25.0,0.0,2.660754,6.0,PCMU,relay,host,audio,iOS,wlan,udp,udp,212.159.0,34.90.0,3.42
28.0,0.0,0.44843048,1.0,PCMU,relay,host,audio,iOS,wlan,udp,udp,212.159.0,34.90.0,3.97
22.0,0.0,1.5975039,2.0,PCMA,relay,host,audio,iOS,wlan,udp,udp,212.159.0,34.90.0,3.68
17.0,0.0,0.0,1.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
23.0,0.0,5.7919316,7.0,PCMA,relay,host,audio,Win32,lan,udp,tcp,212.159.0,34.90.0,2.8
6.0,0.0,0.0,9.0,opus,prflx,srflx,audio,Win32,lan,udp,,34.90.0,185.149.0,4.18
4.0,0.0,0.0,,,prflx,srflx,video,Win32,lan,udp,,34.90.0,185.149.0,
5.0,0.0,0.0,,,prflx,srflx,screen share,Win32,lan,udp,,34.90.0,185.149.0,
12.0,0.0,3.6162362,13.0,PCMA,srflx,host,audio,Win32,lan,udp,,212.159.0,185.149.0,3.21
6.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
6.0,0.0,0.0,,,srflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
7.0,0.0,0.0,1.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.19
6.0,0.0,0.0,,,srflx,srflx,screen share,Win32,lan,udp,,34.90.0,185.149.0,
5.0,0.0,0.0,1.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.90.0,185.149.0,4.19
5.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.90.0,185.149.0,
8.0,0.0,0.0,,,prflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
6.0,0.0,0.0,0.0,opus,prflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.19
8.0,0.0,0.0,,,prflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
18.0,0.0,0.0,1.0,opus,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.18
6.0,0.0,0.0,0.0,opus,prflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.19
7.0,0.0,0.0,,,prflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
7.0,0.0,0.0,,,prflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
15.0,0.0,2.445141,18.0,PCMA,srflx,host,audio,iOS,wlan,udp,,212.159.0,195.35.0,3.46
44.0,1.9687319,1.7689176,3.0,opus,srflx,srflx,audio,Win32,lan,udp,,77.168.0,185.149.0,3.31
43.0,1.7591623,1.9686505,4.0,opus,srflx,srflx,audio,Android,wlan,udp,,185.149.0,77.168.0,3.23
6.0,0.0,0.0,,,prflx,srflx,screen share,Win32,lan,udp,,34.90.0,185.149.0,
6.0,0.0,0.0,1.0,opus,prflx,srflx,audio,Win32,lan,udp,,34.90.0,185.149.0,4.19
5.0,0.0,0.0,,,prflx,srflx,video,Win32,lan,udp,,34.90.0,185.149.0,
9.0,0.0,0.0,,,srflx,srflx,screen share,Win32,wlan,udp,,34.77.0,84.82.0,
9.0,0.0,0.0,,,srflx,srflx,video,Win32,wlan,udp,,34.77.0,84.82.0,
10.0,0.0,0.0,5.0,opus,srflx,srflx,audio,Win32,wlan,udp,,34.77.0,84.82.0,4.18
6.0,0.0,0.0,0.0,opus,prflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.19
7.0,0.0,0.0,,,prflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
7.0,0.0,0.0,,,prflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
7.0,0.0,0.0,0.0,opus,prflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.19
7.0,0.0,0.0,,,prflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
7.0,0.0,0.0,,,prflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
6.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
6.0,0.0,0.0,,,srflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
6.0,0.043135986,0.025217956,0.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.17
5.0,0.009502994,0.042786762,0.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.17
5.0,0.0,0.0,,,srflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
5.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
6.0,0.0,0.0,,,prflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
5.0,0.0,0.0,,,prflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
6.0,0.048035067,0.02872669,0.0,opus,prflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.17
5.0,0.006447453,0.03284232,0.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.17
6.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
6.0,0.0,0.0,,,srflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
5.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
5.0,0.0,0.0,0.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.19
6.0,0.0,0.0,,,srflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
6.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
5.0,0.039623577,0.036426447,0.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.17
5.0,0.0,0.0,,,srflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
5.0,0.024014216,0.031537704,1.0,opus,prflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.17
6.0,0.0,0.0,,,prflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
6.0,0.0,0.0,,,prflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
6.0,0.0,0.0,,,srflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
5.0,0.0103177875,0.044825666,0.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.16
5.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
5.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
6.0,0.12899989,0.038486056,1.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.17
6.0,0.0,0.0,,,srflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
117.0,0.0,3.1773312,21.0,PCMU,relay,host,audio,Android,wlan,udp,udp,212.159.0,34.77.0,3.23
48.0,0.0,2.9418035,6.0,opus,relay,host,audio,iOS,wwan,udp,udp,212.159.0,34.90.0,2.88
47.0,0.0,3.3057852,11.0,opus,relay,host,audio,Android,wwan,udp,udp,212.159.0,34.77.0,2.77
50.0,0.0,0.17462166,1.0,PCMU,relay,host,audio,iOS,wwan,udp,udp,212.159.0,34.77.0,4.03
32.0,0.0,6.92951,10.0,PCMA,relay,host,audio,Win32,lan,udp,tcp,212.159.0,34.90.0,2.61
11.0,0.0,0.0,,,srflx,host,audio,Win32,lan,udp,,212.159.0,185.149.0,
68.0,1.734104,2.7027028,2.0,PCMU,relay,host,audio,iOS,wlan,udp,udp,212.159.0,34.77.0,3.39
33.0,0.0,3.2258065,7.0,PCMU,relay,host,audio,iOS,wlan,udp,udp,212.159.0,34.77.0,3.29
18.0,0.0,0.0,2.0,PCMA,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
18.0,0.0,0.0,,,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,
2.0,0.0,0.0,2.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
0.0,0.0,0.0,3.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
33.0,0.0,0.0,2.0,opus,relay,srflx,audio,Android,wwan,udp,udp,34.77.0,34.77.0,4.18
6.0,0.0,0.0,,,prflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
6.0,0.0,0.0,,,srflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
6.0,0.0062942565,0.027965108,0.0,opus,prflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.17
5.0,0.00555463,0.03116939,4.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.17
35.0,0.0,0.0,,,relay,srflx,video,Android,wwan,udp,udp,34.77.0,34.77.0,
35.0,0.0,0.0,,,relay,srflx,screen share,Android,wwan,udp,udp,34.77.0,34.77.0,
6.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
6.0,0.0,0.0,,,prflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
20.0,0.0,0.0,0.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
17.0,0.021257374,0.068930246,1.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.08
16.0,0.0,0.0,1.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
41.0,0.0,0.0,,,srflx,srflx,screen share,Android,wwan,udp,,34.77.0,109.37.0,
47.0,0.0,0.0,0.0,opus,prflx,srflx,audio,Android,wwan,udp,,34.77.0,109.37.0,4.18
50.0,0.0,0.0,,,srflx,srflx,video,Android,wwan,udp,,34.77.0,109.37.0,
16.0,0.0,0.4854369,7.0,PCMA,srflx,host,audio,iOS,wlan,udp,,212.159.0,84.85.0,3.96
43.0,0.0,0.0,,,srflx,host,audio,iOS,wlan,udp,,212.159.0,84.85.0,
39.0,0.0,0.0,,,srflx,srflx,video,Android,wwan,udp,,34.77.0,109.37.0,
47.0,0.0,0.0,,,srflx,srflx,screen share,Android,wwan,udp,,34.77.0,109.37.0,
44.0,0.0,0.0,1.0,opus,srflx,srflx,audio,Android,wwan,udp,,34.77.0,109.37.0,4.18
11.0,0.0,0.16863406,12.0,opus,srflx,srflx,audio,Android,wlan,udp,,185.149.0,84.85.0,4.09
11.0,0.16863406,0.0,5.0,opus,srflx,srflx,audio,Win32,lan,udp,,84.85.0,185.149.0,4.18
5.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
6.0,0.0,0.0,0.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.19
5.0,0.0,0.0,,,srflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
40.0,0.0,0.0,,,srflx,srflx,video,iOS,wwan,udp,,34.77.0,109.36.0,
41.0,0.0,0.0,,,srflx,srflx,screen share,iOS,wwan,udp,,34.77.0,109.36.0,
42.0,0.0,0.0,9.0,opus,srflx,srflx,audio,iOS,wwan,udp,,34.77.0,109.36.0,4.17
6.0,0.0,0.0,,,prflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
6.0,0.0,0.0,0.0,opus,prflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.19
6.0,0.0,0.0,,,prflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
6.0,0.0,0.0,,,srflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
6.0,0.0,0.0,1.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.19
6.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
16.0,0.0,2.2770398,1.0,PCMA,srflx,host,audio,Win32,lan,udp,,212.159.0,185.149.0,3.53
17.0,0.018720582,0.08162054,3.0,opus,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.14
10.0,0.0024729215,1.7871475,4.0,opus,srflx,host,audio,iOS,wlan,udp,,212.159.0,195.35.0,3.31
6.0,0.0074124862,0.02060119,0.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.18
6.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
6.0,0.0,0.019712202,,VP8,srflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
6.0,0.0,0.45130485,,VP8,prflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
6.0,0.013063926,0.019601965,0.0,opus,prflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.18
6.0,0.0,0.0,,,prflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
6.0,0.0,0.0,,,prflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
6.0,0.021215282,0.014517124,0.0,opus,prflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.18
5.0,0.0,0.0,,,prflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
1.0,0.0,0.0,1.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
1.0,0.0,0.0,4.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
30.0,0.0,1.0455807,9.0,PCMA,srflx,host,audio,iOS,wlan,udp,,212.159.0,83.82.0,3.81
12.0,0.0,0.868656,2.0,PCMU,relay,host,audio,Android,wlan,udp,udp,212.159.0,34.77.0,3.87
40.0,0.0,0.3125,19.0,PCMA,srflx,host,audio,iOS,wlan,udp,,212.159.0,83.82.0,3.98
7.0,0.0,1.9649684,4.0,opus,srflx,host,audio,Win32,lan,udp,,212.159.0,185.149.0,3.24
17.0,0.0,0.0,2.0,opus,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.18
17.0,0.0,0.0,1.0,opus,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.18
17.0,0.0,0.0,1.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
1.0,0.0,0.0,3.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
1.0,0.0,0.0,1.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
17.0,0.009982033,0.0,2.0,opus,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.18
29.0,0.0,2.3557596,4.0,opus,relay,host,audio,Win32,lan,udp,tcp,212.159.0,34.90.0,3.08
31.0,0.0,5.142084,7.0,opus,relay,host,audio,Android,wlan,udp,udp,212.159.0,34.77.0,2.36
25.0,0.0,2.9152544,5.0,opus,srflx,host,audio,iOS,wlan,udp,,212.159.0,77.169.0,2.9
35.0,0.0,2.5850341,7.0,PCMU,relay,host,audio,iOS,wlan,udp,udp,212.159.0,34.77.0,3.43
87.0,0.0,0.0,4.0,PCMA,srflx,host,audio,iOS,wlan,udp,,212.159.0,213.134.0,4.05
21.0,0.0,0.0,,,srflx,host,audio,iOS,wlan,udp,,212.159.0,213.134.0,
20.0,0.0,0.0,1.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
1.0,0.0,0.0,4.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
1.0,0.0,0.0,2.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
29.0,0.0,0.0,6.0,opus,srflx,srflx,audio,Win32,lan,udp,,213.127.0,185.149.0,4.18
20.0,0.0,0.0,5.0,opus,srflx,srflx,audio,iOS,wlan,udp,,185.149.0,213.127.0,4.18
25.0,0.0,0.66313,6.0,opus,relay,host,audio,Android,wlan,udp,udp,212.159.0,34.77.0,3.83
28.0,0.0,1.0530275,3.0,opus,relay,host,audio,iOS,wlan,udp,udp,212.159.0,34.77.0,3.63
12.0,0.030273674,0.0,,VP8,srflx,srflx,video,Win32,lan,udp,,82.171.0,185.149.0,
12.0,0.015870776,0.0,3.0,opus,srflx,srflx,audio,Win32,lan,udp,,82.171.0,185.149.0,4.18
12.0,0.0,0.015870776,5.0,opus,srflx,srflx,audio,iOS,wlan,udp,,185.149.0,82.171.0,4.17
12.0,0.0,0.030310377,,VP8,srflx,srflx,video,iOS,wlan,udp,,185.149.0,82.171.0,
19.0,0.0,1.6304172,6.0,opus,relay,host,audio,Win32,lan,udp,tcp,212.159.0,34.90.0,3.37
28.0,0.0,0.0,2.0,opus,relay,host,audio,Win32,lan,udp,udp,212.159.0,34.77.0,4.18
20.0,0.0,0.0,2.0,opus,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.18
